Project_ID,Project_Name,Location,Energy_Generated_kWh,Weather_Score,Grid_Emission_Factor,CO2_Reduced_tons
BIO0311,BioEnergy Jalgaon 311,Jalgaon,5182,0.87,0.88,4.57
BIO0312,BioEnergy Pune 312,Pune,4238,0.88,0.85,3.6
SOL1347,Solar Project Nagpur 1347,Nagpur,9430,0.77,0.83,7.83
SOL1348,Solar Project Solapur 1348,Solapur,8773,0.86,0.8,7.05
HYDRO0418,Hydro Station Pune 418,Pune,9184,0.71,0.8,7.38
SOL1349,Solar Project Satara 1349,Satara,9510,0.91,0.82,7.77
FOR0272,Afforestation Pune 272,Pune,0,0.74,0.7,10.82
WIND0580,Wind Farm Sindhudurg 580,Sindhudurg,9893,0.73,0.81,8.03
WIND0581,Wind Farm Kolhapur 581,Kolhapur,10706,0.69,0.82,8.73
HYDRO0419,Hydro Station Aurangabad 419,Aurangabad,12109,0.74,0.78,9.47
SOL1350,Solar Project Amravati 1350,Amravati,7952,0.74,0.76,6.08
SOL1351,Solar Project Satara 1351,Satara,7369,0.79,0.82,6.08
WIND0582,Wind Farm Mumbai 582,Mumbai,11025,0.79,0.81,8.88
SOL1352,Solar Project Latur 1352,Latur,6372,0.9,0.81,5.16
SOL1353,Solar Project Nanded 1353,Nanded,9875,0.95,0.79,7.81
FOR0273,Afforestation Thane 273,Thane,0,0.7,0.7,9.41
SOL1354,Solar Project Aurangabad 1354,Aurangabad,5014,0.86,0.79,3.94
FOR0274,Afforestation Pune 274,Pune,0,0.78,0.7,11.55
SOL1355,Solar Project Kolhapur 1355,Kolhapur,5650,0.85,0.8,4.5
HYDRO0420,Hydro Station Satara 420,Satara,13669,0.79,0.78,10.65
SOL1356,Solar Project Thane 1356,Thane,12008,0.79,0.82,9.88
SOL1357,Solar Project Latur 1357,Latur,8121,0.86,0.83,6.73
FOR0275,Afforestation Kolhapur 275,Kolhapur,0,0.72,0.7,11.48
BIO0313,BioEnergy Kolhapur 313,Kolhapur,2982,0.89,0.83,2.46
SOL1358,Solar Project Satara 1358,Satara,8202,0.82,0.8,6.58
SOL1359,Solar Project Thane 1359,Thane,10624,0.95,0.85,8.99
SOL1360,Solar Project Pune 1360,Pune,9646,0.9,0.77,7.47
BIO0314,BioEnergy Pune 314,Pune,4215,0.89,0.84,3.53
FOR0276,Afforestation Kolhapur 276,Kolhapur,0,0.75,0.7,10.07
SOL1361,Solar Project Latur 1361,Latur,7209,0.87,0.82,5.89
SOL1362,Solar Project Pune 1362,Pune,9625,0.84,0.78,7.55
SOL1363,Solar Project Nashik 1363,Nashik,8644,0.77,0.81,7.02
SOL1364,Solar Project Mumbai 1364,Mumbai,9846,0.87,0.84,8.32
SOL1365,Solar Project Latur 1365,Latur,10738,0.87,0.81,8.74
HYDRO0421,Hydro Station Aurangabad 421,Aurangabad,8642,0.67,0.79,6.81
HYDRO0422,Hydro Station Kolhapur 422,Kolhapur,11130,0.68,0.78,8.69
HYDRO0423,Hydro Station Pune 423,Pune,6467,0.73,0.81,5.27
SOL1366,Solar Project Kolhapur 1366,Kolhapur,11067,0.78,0.83,9.2
WIND0583,Wind Farm Ahmednagar 583,Ahmednagar,14433,0.8,0.77,11.11
SOL1367,Solar Project Satara 1367,Satara,6751,0.77,0.82,5.51
WIND0584,Wind Farm Ahmednagar 584,Ahmednagar,12726,0.73,0.81,10.36
WIND0585,Wind Farm Kolhapur 585,Kolhapur,15707,0.8,0.82,12.81
HYDRO0424,Hydro Station Aurangabad 424,Aurangabad,10424,0.77,0.79,8.22
FOR0277,Afforestation Pune 277,Pune,0,0.73,0.7,10.87
HYDRO0425,Hydro Station Nashik 425,Nashik,8987,0.76,0.81,7.24
SOL1368,Solar Project Pune 1368,Pune,9012,0.89,0.79,7.13
WIND0586,Wind Farm Satara 586,Satara,15185,0.74,0.82,12.42
SOL1369,Solar Project Nagpur 1369,Nagpur,6662,0.76,0.82,5.49
SOL1370,Solar Project Pune 1370,Pune,9446,0.96,0.81,7.67
SOL1371,Solar Project Latur 1371,Latur,7177,0.89,0.83,5.95
FOR0278,Afforestation Nashik 278,Nashik,0,0.71,0.7,9.66
SOL1372,Solar Project Satara 1372,Satara,11646,0.89,0.81,9.48
FOR0279,Afforestation Pune 279,Pune,0,0.72,0.7,7.39
SOL1373,Solar Project Aurangabad 1373,Aurangabad,5656,0.81,0.81,4.58
HYDRO0426,Hydro Station Nashik 426,Nashik,10101,0.71,0.81,8.22
SOL1374,Solar Project Aurangabad 1374,Aurangabad,10988,0.85,0.77,8.5
FOR0280,Afforestation Pune 280,Pune,0,0.67,0.7,12.0
BIO0315,BioEnergy Kolhapur 315,Kolhapur,5172,0.87,0.86,4.44
SOL1375,Solar Project Pune 1375,Pune,8959,0.84,0.83,7.43
SOL1376,Solar Project Pune 1376,Pune,11960,0.88,0.78,9.3
SOL1377,Solar Project Pune 1377,Pune,5461,0.86,0.81,4.44
SOL1378,Solar Project Nashik 1378,Nashik,8763,0.8,0.81,7.11
HYDRO0427,Hydro Station Nashik 427,Nashik,7469,0.75,0.8,6.01
SOL1379,Solar Project Nanded 1379,Nanded,6909,0.86,0.81,5.58
SOL1380,Solar Project Solapur 1380,Solapur,11422,0.71,0.79,8.97
FOR0281,Afforestation Nashik 281,Nashik,0,0.63,0.7,8.6
BIO0316,BioEnergy Jalgaon 316,Jalgaon,3152,0.86,0.85,2.67
WIND0587,Wind Farm Ahmednagar 587,Ahmednagar,11819,0.72,0.83,9.76
SOL1381,Solar Project Nashik 1381,Nashik,5902,0.87,0.81,4.77
WIND0588,Wind Farm Mumbai 588,Mumbai,8565,0.75,0.83,7.14
SOL1382,Solar Project Satara 1382,Satara,9258,0.89,0.82,7.61
SOL1383,Solar Project Amravati 1383,Amravati,10420,0.85,0.82,8.51
SOL1384,Solar Project Satara 1384,Satara,9365,0.78,0.8,7.47
SOL1385,Solar Project Thane 1385,Thane,7385,0.83,0.81,5.97
SOL1386,Solar Project Kolhapur 1386,Kolhapur,7515,0.91,0.8,6.04
SOL1387,Solar Project Mumbai 1387,Mumbai,7472,0.87,0.81,6.09
SOL1388,Solar Project Kolhapur 1388,Kolhapur,10301,0.87,0.8,8.24
WIND0589,Wind Farm Pune 589,Pune,12451,0.71,0.82,10.22
SOL1389,Solar Project Solapur 1389,Solapur,7469,0.81,0.81,6.02
HYDRO0428,Hydro Station Aurangabad 428,Aurangabad,8652,0.77,0.81,6.97
SOL1390,Solar Project Latur 1390,Latur,7820,0.84,0.82,6.43
HYDRO0429,Hydro Station Nashik 429,Nashik,5881,0.7,0.82,4.8
WIND0590,Wind Farm Satara 590,Satara,12635,0.73,0.79,9.95
SOL1391,Solar Project Pune 1391,Pune,9268,0.87,0.79,7.32
WIND0591,Wind Farm Ratnagiri 591,Ratnagiri,13300,0.82,0.81,10.74
WIND0592,Wind Farm Nashik 592,Nashik,11513,0.68,0.78,8.92
SOL1392,Solar Project Nagpur 1392,Nagpur,11150,0.96,0.84,9.36
SOL1393,Solar Project Kolhapur 1393,Kolhapur,6204,0.89,0.78,4.84
SOL1394,Solar Project Nagpur 1394,Nagpur,9940,0.85,0.81,8.02
SOL1395,Solar Project Solapur 1395,Solapur,13140,0.89,0.85,11.13
SOL1396,Solar Project Nanded 1396,Nanded,7741,0.91,0.82,6.35
BIO0317,BioEnergy Jalgaon 317,Jalgaon,5826,0.92,0.89,5.18
BIO0318,BioEnergy Nashik 318,Nashik,2572,0.93,0.85,2.2
WIND0593,Wind Farm Satara 593,Satara,12877,0.75,0.81,10.43
SOL1397,Solar Project Nagpur 1397,Nagpur,7641,0.8,0.8,6.13
FOR0282,Afforestation Mumbai 282,Mumbai,0,0.69,0.7,8.41
BIO0319,BioEnergy Kolhapur 319,Kolhapur,4461,0.88,0.89,3.99
FOR0283,Afforestation Thane 283,Thane,0,0.71,0.7,10.33
FOR0284,Afforestation Thane 284,Thane,0,0.68,0.7,9.85
SOL1398,Solar Project Satara 1398,Satara,12842,0.85,0.85,10.92
BIO0320,BioEnergy Sangli 320,Sangli,5019,0.88,0.84,4.22
SOL1399,Solar Project Nagpur 1399,Nagpur,8749,0.83,0.83,7.3
HYDRO0430,Hydro Station Satara 430,Satara,8629,0.85,0.82,7.07
SOL1400,Solar Project Kolhapur 1400,Kolhapur,6911,0.9,0.8,5.51
SOL1401,Solar Project Latur 1401,Latur,7584,0.96,0.83,6.31
FOR0285,Afforestation Ratnagiri 285,Ratnagiri,0,0.74,0.7,6.83
WIND0594,Wind Farm Sindhudurg 594,Sindhudurg,11151,0.66,0.83,9.21
SOL1402,Solar Project Thane 1402,Thane,11118,0.91,0.83,9.19
SOL1403,Solar Project Kolhapur 1403,Kolhapur,7565,0.85,0.83,6.27
WIND0595,Wind Farm Mumbai 595,Mumbai,13870,0.77,0.8,11.11
SOL1404,Solar Project Latur 1404,Latur,5405,0.84,0.79,4.29
WIND0596,Wind Farm Solapur 596,Solapur,12951,0.73,0.82,10.6
FOR0286,Afforestation Nashik 286,Nashik,0,0.73,0.7,12.32
WIND0597,Wind Farm Mumbai 597,Mumbai,11961,0.77,0.8,9.56
BIO0321,BioEnergy Nashik 321,Nashik,3536,0.88,0.85,3.02
FOR0287,Afforestation Pune 287,Pune,0,0.65,0.7,9.77
WIND0598,Wind Farm Sindhudurg 598,Sindhudurg,15340,0.69,0.82,12.63
SOL1405,Solar Project Nanded 1405,Nanded,11598,0.83,0.85,9.85
WIND0599,Wind Farm Ratnagiri 599,Ratnagiri,11978,0.69,0.85,10.15
WIND0600,Wind Farm Ratnagiri 600,Ratnagiri,11471,0.78,0.81,9.34
FOR0288,Afforestation Pune 288,Pune,0,0.75,0.7,9.36
WIND0601,Wind Farm Satara 601,Satara,11313,0.82,0.83,9.37
SOL1406,Solar Project Solapur 1406,Solapur,12698,0.88,0.8,10.14
HYDRO0431,Hydro Station Satara 431,Satara,7638,0.71,0.81,6.17
WIND0602,Wind Farm Solapur 602,Solapur,10327,0.74,0.81,8.4
FOR0289,Afforestation Nashik 289,Nashik,0,0.7,0.7,11.44
BIO0322,BioEnergy Pune 322,Pune,3404,0.88,0.87,2.95
SOL1407,Solar Project Pune 1407,Pune,10692,0.87,0.79,8.39
WIND0603,Wind Farm Nashik 603,Nashik,11498,0.74,0.84,9.64
HYDRO0432,Hydro Station Nashik 432,Nashik,13997,0.79,0.83,11.6
FOR0290,Afforestation Mumbai 290,Mumbai,0,0.71,0.7,11.42
HYDRO0433,Hydro Station Pune 433,Pune,11177,0.75,0.81,9.08
BIO0323,BioEnergy Kolhapur 323,Kolhapur,2595,0.86,0.87,2.27
SOL1408,Solar Project Nanded 1408,Nanded,12959,0.84,0.79,10.23
BIO0324,BioEnergy Nashik 324,Nashik,6699,0.87,0.9,6.0
HYDRO0434,Hydro Station Aurangabad 434,Aurangabad,5869,0.72,0.79,4.66
HYDRO0435,Hydro Station Pune 435,Pune,11583,0.77,0.84,9.74
BIO0325,BioEnergy Kolhapur 325,Kolhapur,3781,0.89,0.87,3.29
SOL1409,Solar Project Kolhapur 1409,Kolhapur,8822,0.81,0.81,7.13
WIND0604,Wind Farm Ahmednagar 604,Ahmednagar,14441,0.67,0.8,11.54
FOR0291,Afforestation Pune 291,Pune,0,0.7,0.7,9.26
SOL1410,Solar Project Nagpur 1410,Nagpur,8552,0.82,0.86,7.38
SOL1411,Solar Project Mumbai 1411,Mumbai,9419,0.87,0.81,7.67
FOR0292,Afforestation Nashik 292,Nashik,0,0.66,0.7,11.49
WIND0605,Wind Farm Ahmednagar 605,Ahmednagar,12615,0.76,0.84,10.63
WIND0606,Wind Farm Sindhudurg 606,Sindhudurg,11790,0.74,0.84,9.87
SOL1412,Solar Project Satara 1412,Satara,9185,0.88,0.83,7.63
FOR0293,Afforestation Nashik 293,Nashik,0,0.71,0.7,13.8
SOL1413,Solar Project Nanded 1413,Nanded,11404,0.88,0.83,9.41
SOL1414,Solar Project Nagpur 1414,Nagpur,11194,0.81,0.81,9.03
SOL1415,Solar Project Amravati 1415,Amravati,7708,0.85,0.83,6.4
FOR0294,Afforestation Kolhapur 294,Kolhapur,0,0.7,0.7,9.84
SOL1416,Solar Project Nashik 1416,Nashik,5504,0.9,0.8,4.43
WIND0607,Wind Farm Pune 607,Pune,13469,0.69,0.82,11.09
SOL1417,Solar Project Nanded 1417,Nanded,9580,0.89,0.81,7.78
BIO0326,BioEnergy Sangli 326,Sangli,2631,0.87,0.86,2.26
BIO0327,BioEnergy Kolhapur 327,Kolhapur,2378,0.93,0.87,2.07
SOL1418,Solar Project Solapur 1418,Solapur,9111,0.87,0.79,7.23
WIND0608,Wind Farm Ahmednagar 608,Ahmednagar,11367,0.81,0.78,8.86
WIND0609,Wind Farm Ratnagiri 609,Ratnagiri,13361,0.74,0.8,10.71
SOL1419,Solar Project Nashik 1419,Nashik,10425,0.9,0.81,8.43
SOL1420,Solar Project Amravati 1420,Amravati,9910,0.86,0.75,7.44
SOL1421,Solar Project Nanded 1421,Nanded,7595,0.88,0.83,6.31
SOL1422,Solar Project Nagpur 1422,Nagpur,10897,0.85,0.85,9.26
FOR0295,Afforestation Ratnagiri 295,Ratnagiri,0,0.7,0.7,11.99
SOL1423,Solar Project Nagpur 1423,Nagpur,8651,0.79,0.79,6.86
BIO0328,BioEnergy Jalgaon 328,Jalgaon,3360,0.9,0.86,2.88
SOL1424,Solar Project Pune 1424,Pune,9717,0.84,0.81,7.92
FOR0296,Afforestation Kolhapur 296,Kolhapur,0,0.67,0.7,12.25
WIND0610,Wind Farm Pune 610,Pune,12805,0.79,0.83,10.57
HYDRO0436,Hydro Station Pune 436,Pune,11072,0.76,0.85,9.4
SOL1425,Solar Project Kolhapur 1425,Kolhapur,9031,0.8,0.8,7.21
BIO0329,BioEnergy Jalgaon 329,Jalgaon,4440,0.9,0.85,3.78
SOL1426,Solar Project Solapur 1426,Solapur,6897,0.8,0.81,5.58
WIND0611,Wind Farm Nashik 611,Nashik,11342,0.77,0.81,9.21
SOL1427,Solar Project Nashik 1427,Nashik,9535,0.83,0.82,7.86
SOL1428,Solar Project Nagpur 1428,Nagpur,9657,0.85,0.81,7.78
WIND0612,Wind Farm Ratnagiri 612,Ratnagiri,12746,0.77,0.79,10.09
SOL1429,Solar Project Latur 1429,Latur,9519,0.79,0.84,7.98
HYDRO0437,Hydro Station Nashik 437,Nashik,12403,0.7,0.8,9.87
SOL1430,Solar Project Pune 1430,Pune,10189,0.89,0.8,8.16
BIO0330,BioEnergy Nashik 330,Nashik,4627,0.84,0.85,3.93
BIO0331,BioEnergy Nashik 331,Nashik,5438,0.92,0.86,4.67
SOL1431,Solar Project Amravati 1431,Amravati,10259,0.87,0.78,8.05
SOL1432,Solar Project Satara 1432,Satara,12042,0.88,0.79,9.52
SOL1433,Solar Project Pune 1433,Pune,9109,0.89,0.81,7.42
SOL1434,Solar Project Solapur 1434,Solapur,6849,0.85,0.8,5.48
SOL1435,Solar Project Pune 1435,Pune,7985,0.85,0.78,6.24
SOL1436,Solar Project Latur 1436,Latur,13036,0.86,0.84,10.9
WIND0613,Wind Farm Ahmednagar 613,Ahmednagar,11893,0.8,0.85,10.14
SOL1437,Solar Project Mumbai 1437,Mumbai,10992,0.9,0.8,8.8
WIND0614,Wind Farm Nashik 614,Nashik,12372,0.79,0.79,9.83
FOR0297,Afforestation Thane 297,Thane,0,0.71,0.7,12.34
SOL1438,Solar Project Pune 1438,Pune,10131,0.85,0.82,8.26
FOR0298,Afforestation Kolhapur 298,Kolhapur,0,0.68,0.7,10.72
WIND0615,Wind Farm Mumbai 615,Mumbai,11431,0.69,0.82,9.35
SOL1439,Solar Project Mumbai 1439,Mumbai,11016,0.81,0.85,9.41
SOL1440,Solar Project Mumbai 1440,Mumbai,10534,0.88,0.82,8.68
SOL1441,Solar Project Nanded 1441,Nanded,11702,0.79,0.84,9.87
SOL1442,Solar Project Latur 1442,Latur,5527,0.87,0.81,4.49
SOL1443,Solar Project Pune 1443,Pune,5970,0.87,0.8,4.77
HYDRO0438,Hydro Station Nagpur 438,Nagpur,10800,0.67,0.8,8.68
SOL1444,Solar Project Nagpur 1444,Nagpur,11086,0.85,0.82,9.11
HYDRO0439,Hydro Station Kolhapur 439,Kolhapur,10844,0.75,0.8,8.69
SOL1445,Solar Project Satara 1445,Satara,7475,0.8,0.8,6.0
WIND0616,Wind Farm Satara 616,Satara,11534,0.81,0.82,9.43
HYDRO0440,Hydro Station Satara 440,Satara,11561,0.83,0.83,9.54
WIND0617,Wind Farm Mumbai 617,Mumbai,12057,0.73,0.77,9.3
HYDRO0441,Hydro Station Nagpur 441,Nagpur,11215,0.77,0.81,9.07
SOL1446,Solar Project Aurangabad 1446,Aurangabad,5458,0.81,0.82,4.49
FOR0299,Afforestation Pune 299,Pune,0,0.72,0.7,11.54
SOL1447,Solar Project Solapur 1447,Solapur,8141,0.78,0.8,6.51
HYDRO0442,Hydro Station Nagpur 442,Nagpur,8542,0.71,0.79,6.74
SOL1448,Solar Project Aurangabad 1448,Aurangabad,7968,0.83,0.85,6.79
FOR0300,Afforestation Kolhapur 300,Kolhapur,0,0.73,0.7,12.52
HYDRO0443,Hydro Station Pune 443,Pune,8957,0.71,0.79,7.11
SOL1449,Solar Project Mumbai 1449,Mumbai,10570,0.77,0.8,8.49
SOL1450,Solar Project Solapur 1450,Solapur,10608,0.85,0.82,8.67
SOL1451,Solar Project Nagpur 1451,Nagpur,9156,0.86,0.82,7.52
FOR0301,Afforestation Ratnagiri 301,Ratnagiri,0,0.77,0.7,11.86
HYDRO0444,Hydro Station Nagpur 444,Nagpur,10959,0.77,0.84,9.25
WIND0618,Wind Farm Mumbai 618,Mumbai,11832,0.68,0.79,9.38
HYDRO0445,Hydro Station Nashik 445,Nashik,11072,0.76,0.79,8.7
SOL1452,Solar Project Nagpur 1452,Nagpur,12495,0.85,0.8,9.97
WIND0619,Wind Farm Ratnagiri 619,Ratnagiri,11542,0.81,0.81,9.33
WIND0620,Wind Farm Ratnagiri 620,Ratnagiri,13163,0.66,0.8,10.47
WIND0621,Wind Farm Sindhudurg 621,Sindhudurg,9823,0.76,0.83,8.18
SOL1453,Solar Project Nanded 1453,Nanded,10958,0.89,0.79,8.67
SOL1454,Solar Project Mumbai 1454,Mumbai,8686,0.85,0.77,6.68
WIND0622,Wind Farm Pune 622,Pune,13067,0.84,0.84,10.94
SOL1455,Solar Project Mumbai 1455,Mumbai,8539,0.95,0.83,7.11
BIO0332,BioEnergy Pune 332,Pune,6134,0.9,0.89,5.47
SOL1456,Solar Project Solapur 1456,Solapur,4613,0.77,0.83,3.81
SOL1457,Solar Project Aurangabad 1457,Aurangabad,10258,0.77,0.84,8.59
WIND0623,Wind Farm Solapur 623,Solapur,13214,0.75,0.85,11.18
WIND0624,Wind Farm Sindhudurg 624,Sindhudurg,11310,0.77,0.82,9.23
BIO0333,BioEnergy Sangli 333,Sangli,3903,0.91,0.85,3.3
SOL1458,Solar Project Latur 1458,Latur,7928,0.8,0.79,6.28
SOL1459,Solar Project Satara 1459,Satara,10419,0.81,0.8,8.31
SOL1460,Solar Project Thane 1460,Thane,12036,0.9,0.82,9.91
WIND0625,Wind Farm Mumbai 625,Mumbai,10952,0.84,0.8,8.75
WIND0626,Wind Farm Pune 626,Pune,13858,0.81,0.8,11.09
SOL1461,Solar Project Latur 1461,Latur,7574,0.87,0.83,6.31
HYDRO0446,Hydro Station Kolhapur 446,Kolhapur,6799,0.76,0.79,5.35
SOL1462,Solar Project Pune 1462,Pune,10258,0.87,0.83,8.52
SOL1463,Solar Project Aurangabad 1463,Aurangabad,10059,0.85,0.83,8.31
HYDRO0447,Hydro Station Aurangabad 447,Aurangabad,7770,0.71,0.82,6.34
HYDRO0448,Hydro Station Nagpur 448,Nagpur,8669,0.84,0.8,6.9
HYDRO0449,Hydro Station Aurangabad 449,Aurangabad,10861,0.75,0.8,8.67
SOL1464,Solar Project Aurangabad 1464,Aurangabad,8611,0.79,0.81,6.93
WIND0627,Wind Farm Pune 627,Pune,12003,0.84,0.8,9.6
WIND0628,Wind Farm Mumbai 628,Mumbai,12361,0.66,0.81,9.99
SOL1465,Solar Project Satara 1465,Satara,7018,0.78,0.78,5.47
WIND0629,Wind Farm Ahmednagar 629,Ahmednagar,10995,0.64,0.79,8.7
SOL1466,Solar Project Solapur 1466,Solapur,9737,0.85,0.81,7.93
SOL1467,Solar Project Nashik 1467,Nashik,9756,0.84,0.76,7.41
WIND0630,Wind Farm Sindhudurg 630,Sindhudurg,11757,0.75,0.82,9.7
HYDRO0450,Hydro Station Pune 450,Pune,5307,0.65,0.83,4.41
HYDRO0451,Hydro Station Aurangabad 451,Aurangabad,8238,0.72,0.81,6.65
SOL1468,Solar Project Mumbai 1468,Mumbai,7154,0.85,0.82,5.84
FOR0302,Afforestation Mumbai 302,Mumbai,0,0.62,0.7,9.55
SOL1469,Solar Project Thane 1469,Thane,7114,0.83,0.82,5.82
SOL1470,Solar Project Satara 1470,Satara,7574,0.91,0.8,6.04
SOL1471,Solar Project Nanded 1471,Nanded,10637,0.84,0.79,8.44
WIND0631,Wind Farm Solapur 631,Solapur,13161,0.75,0.83,10.94
SOL1472,Solar Project Thane 1472,Thane,8145,0.76,0.83,6.79
FOR0303,Afforestation Nashik 303,Nashik,0,0.7,0.7,9.81
WIND0632,Wind Farm Pune 632,Pune,13620,0.75,0.79,10.81
FOR0304,Afforestation Thane 304,Thane,0,0.66,0.7,8.65
WIND0633,Wind Farm Kolhapur 633,Kolhapur,12878,0.79,0.79,10.2
WIND0634,Wind Farm Ratnagiri 634,Ratnagiri,11054,0.76,0.84,9.32
FOR0305,Afforestation Pune 305,Pune,0,0.76,0.7,10.3
HYDRO0452,Hydro Station Nashik 452,Nashik,8828,0.82,0.82,7.23
FOR0306,Afforestation Mumbai 306,Mumbai,0,0.7,0.7,9.04
WIND0635,Wind Farm Satara 635,Satara,13668,0.77,0.77,10.46
HYDRO0453,Hydro Station Aurangabad 453,Aurangabad,9469,0.76,0.83,7.84
WIND0636,Wind Farm Solapur 636,Solapur,13504,0.69,0.78,10.55
HYDRO0454,Hydro Station Aurangabad 454,Aurangabad,7847,0.66,0.84,6.62
HYDRO0455,Hydro Station Pune 455,Pune,14113,0.72,0.81,11.46
HYDRO0456,Hydro Station Nashik 456,Nashik,9809,0.76,0.81,7.95
SOL1473,Solar Project Kolhapur 1473,Kolhapur,9324,0.85,0.79,7.4
SOL1474,Solar Project Nashik 1474,Nashik,9259,0.84,0.76,7.07
SOL1475,Solar Project Satara 1475,Satara,9041,0.89,0.84,7.59
BIO0334,BioEnergy Jalgaon 334,Jalgaon,5126,0.87,0.9,4.61
BIO0335,BioEnergy Kolhapur 335,Kolhapur,4323,0.88,0.86,3.71
BIO0336,BioEnergy Pune 336,Pune,5811,0.84,0.86,5.0
SOL1476,Solar Project Solapur 1476,Solapur,6864,0.83,0.84,5.79
FOR0307,Afforestation Ratnagiri 307,Ratnagiri,0,0.68,0.7,12.44
SOL1477,Solar Project Pune 1477,Pune,7605,0.91,0.82,6.22
SOL1478,Solar Project Nanded 1478,Nanded,9185,0.83,0.75,6.9
WIND0637,Wind Farm Pune 637,Pune,10333,0.8,0.82,8.44
HYDRO0457,Hydro Station Aurangabad 457,Aurangabad,6532,0.79,0.79,5.15
WIND0638,Wind Farm Ratnagiri 638,Ratnagiri,12546,0.75,0.78,9.83
BIO0337,BioEnergy Nashik 337,Nashik,1842,0.89,0.84,1.55
FOR0308,Afforestation Mumbai 308,Mumbai,0,0.75,0.7,9.06
SOL1479,Solar Project Pune 1479,Pune,10224,0.81,0.75,7.68
FOR0309,Afforestation Kolhapur 309,Kolhapur,0,0.68,0.7,10.15
WIND0639,Wind Farm Solapur 639,Solapur,14701,0.9,0.8,11.81
HYDRO0458,Hydro Station Kolhapur 458,Kolhapur,9587,0.76,0.79,7.58
WIND0640,Wind Farm Sindhudurg 640,Sindhudurg,12388,0.68,0.81,10.03
SOL1480,Solar Project Nashik 1480,Nashik,10130,0.86,0.79,8.01
FOR0310,Afforestation Nashik 310,Nashik,0,0.72,0.7,9.39
SOL1481,Solar Project Aurangabad 1481,Aurangabad,10868,0.86,0.8,8.66
SOL1482,Solar Project Nanded 1482,Nanded,8047,0.95,0.81,6.53
SOL1483,Solar Project Aurangabad 1483,Aurangabad,6596,0.83,0.84,5.53
FOR0311,Afforestation Thane 311,Thane,0,0.65,0.7,11.47
WIND0641,Wind Farm Satara 641,Satara,11767,0.68,0.78,9.24
SOL1484,Solar Project Nanded 1484,Nanded,8145,0.84,0.82,6.65
SOL1485,Solar Project Satara 1485,Satara,8179,0.86,0.81,6.64
SOL1486,Solar Project Amravati 1486,Amravati,6843,0.87,0.8,5.5
SOL1487,Solar Project Latur 1487,Latur,6708,0.96,0.8,5.4
SOL1488,Solar Project Aurangabad 1488,Aurangabad,10141,0.94,0.82,8.32
HYDRO0459,Hydro Station Pune 459,Pune,11682,0.79,0.82,9.57
SOL1489,Solar Project Solapur 1489,Solapur,7094,0.9,0.81,5.78
BIO0338,BioEnergy Nashik 338,Nashik,4423,0.92,0.84,3.72
WIND0642,Wind Farm Mumbai 642,Mumbai,13592,0.78,0.81,11.07
HYDRO0460,Hydro Station Aurangabad 460,Aurangabad,11668,0.74,0.82,9.53
SOL1490,Solar Project Kolhapur 1490,Kolhapur,6307,0.88,0.84,5.28
SOL1491,Solar Project Kolhapur 1491,Kolhapur,9488,0.91,0.79,7.54
SOL1492,Solar Project Pune 1492,Pune,11524,0.86,0.82,9.5
SOL1493,Solar Project Pune 1493,Pune,9908,0.88,0.8,7.97
WIND0643,Wind Farm Nashik 643,Nashik,11923,0.73,0.83,9.84
SOL1494,Solar Project Latur 1494,Latur,9322,0.81,0.8,7.41
FOR0312,Afforestation Pune 312,Pune,0,0.73,0.7,9.02
BIO0339,BioEnergy Sangli 339,Sangli,3300,0.88,0.86,2.82
WIND0644,Wind Farm Solapur 644,Solapur,15545,0.72,0.8,12.41
WIND0645,Wind Farm Satara 645,Satara,13692,0.7,0.81,11.04
HYDRO0461,Hydro Station Aurangabad 461,Aurangabad,7008,0.69,0.8,5.63
SOL1495,Solar Project Nanded 1495,Nanded,12304,0.92,0.8,9.88
HYDRO0462,Hydro Station Pune 462,Pune,11861,0.67,0.84,9.98
BIO0340,BioEnergy Sangli 340,Sangli,6049,0.87,0.83,5.02
BIO0341,BioEnergy Nashik 341,Nashik,6583,0.89,0.88,5.81
FOR0313,Afforestation Pune 313,Pune,0,0.61,0.7,9.8
HYDRO0463,Hydro Station Nashik 463,Nashik,9844,0.79,0.79,7.75
HYDRO0464,Hydro Station Satara 464,Satara,12699,0.71,0.81,10.27
SOL1496,Solar Project Nanded 1496,Nanded,6028,0.87,0.81,4.87
SOL1497,Solar Project Amravati 1497,Amravati,5556,0.89,0.82,4.57
FOR0314,Afforestation Ratnagiri 314,Ratnagiri,0,0.68,0.7,10.6
SOL1498,Solar Project Thane 1498,Thane,9199,0.92,0.79,7.26
FOR0315,Afforestation Pune 315,Pune,0,0.72,0.7,6.91
SOL1499,Solar Project Solapur 1499,Solapur,9694,0.88,0.82,7.92
SOL1500,Solar Project Satara 1500,Satara,8673,0.88,0.85,7.34
WIND0646,Wind Farm Nashik 646,Nashik,9982,0.74,0.82,8.16
SOL1501,Solar Project Satara 1501,Satara,8637,0.84,0.83,7.2
SOL1502,Solar Project Nanded 1502,Nanded,8019,0.87,0.82,6.58
SOL1503,Solar Project Thane 1503,Thane,7876,0.87,0.81,6.36
BIO0342,BioEnergy Pune 342,Pune,3752,0.87,0.88,3.31
WIND0647,Wind Farm Kolhapur 647,Kolhapur,12750,0.73,0.83,10.52
HYDRO0465,Hydro Station Nagpur 465,Nagpur,11292,0.7,0.84,9.48
